City,Colors,Shape,State,Time,Month,Day,Year
Syracuse,ORANGE,VARIOUS,NY,8/25/2013 19:50,8,25,2013
Milford,,,CT,8/25/2013 20:00,8,25,2013
Indianapolis,YELLOW,CIRCLE,IN,8/25/2013 20:30,8,25,2013
Spring Hill,,SPHERE,TN,8/25/2013 20:30,8,25,2013
Dallas,,TRIANGLE,GA,8/25/2013 21:00,8,25,2013
Hillsborough,,LIGHT,NJ,8/25/2013 21:00,8,25,2013
Hutto,ORANGE,LIGHT,TX,8/25/2013 21:00,8,25,2013
Worton,,CIRCLE,MD,8/25/2013 21:00,8,25,2013
Cottonwood,,RECTANGLE,AZ,8/25/2013 21:25,8,25,2013
Ypsilanti,,FIREBALL,MI,8/25/2013 21:30,8,25,2013
Goshen,RED,FORMATION,IN,8/25/2013 22:00,8,25,2013
Linden,,OVAL,NJ,8/25/2013 22:00,8,25,2013
Moultrie,,CIRCLE,GA,8/25/2013 22:00,8,25,2013
Weaverville,,OTHER,NC,8/25/2013 22:00,8,25,2013
Mount Pleasant,ORANGE,FIREBALL,SC,8/25/2013 22:30,8,25,2013
Pelion,,FORMATION,SC,8/25/2013 23:00,8,25,2013
Winchester,,RECTANGLE,KS,8/26/2013 0:50,8,26,2013
Newburgh,,LIGHT,IN,8/26/2013 1:00,8,26,2013
Platte City,GREEN,LIGHT,MO,8/26/2013 1:30,8,26,2013
Greensboro,,CIRCLE,GA,8/26/2013 4:40,8,26,2013
Bear,,OTHER,DE,8/26/2013 9:30,8,26,2013
Tucumcari,,LIGHT,NM,8/26/2013 17:30,8,26,2013
El Paso,,LIGHT,TX,8/26/2013 20:25,8,26,2013
Greensburg,ORANGE,FIREBALL,PA,8/26/2013 20:40,8,26,2013
Delavan,,SPHERE,WI,8/26/2013 21:00,8,26,2013
Salt Lake City,,LIGHT,UT,8/26/2013 21:15,8,26,2013
Bridgeport,,LIGHT,WV,8/26/2013 22:00,8,26,2013
Dodge City,,CIRCLE,KS,8/26/2013 23:00,8,26,2013
Enfield,,LIGHT,NH,8/26/2013 23:00,8,26,2013
Ashgrove,,,MO,8/27/2013 1:05,8,27,2013
West Chester,,FORMATION,PA,8/27/2013 1:15,8,27,2013
Columbia,ORANGE,LIGHT,ME,8/27/2013 2:00,8,27,2013
Atlanta,,FIREBALL,GA,8/27/2013 17:00,8,27,2013
Pasadena,,TRIANGLE,CA,8/27/2013 17:30,8,27,2013
Campbell,,,OH,8/27/2013 20:00,8,27,2013
Richmond,,LIGHT,VA,8/27/2013 20:30,8,27,2013
Richmond,RED,SPHERE,VA,8/27/2013 20:37,8,27,2013
Bluebell,,FIREBALL,PA,8/27/2013 20:45,8,27,2013
New York City,ORANGE,FIREBALL,NY,8/27/2013 20:50,8,27,2013
Garfield,RED,OVAL,WA,8/27/2013 21:10,8,27,2013
Marshall,,SPHERE,WI,8/27/2013 21:10,8,27,2013
Cedar Rapids,,LIGHT,IA,8/27/2013 21:30,8,27,2013
Winsted,RED,,CT,8/27/2013 22:00,8,27,2013
Las Vegas,,FIREBALL,NV,8/27/2013 22:15,8,27,2013
Garland,,FIREBALL,TX,8/27/2013 22:23,8,27,2013
Somerset,,OTHER,NJ,8/27/2013 22:50,8,27,2013
Ridgefield,RED YELLOW,OTHER,CT,8/28/2013 7:50,8,28,2013
Kapoho,,LIGHT,HI,8/28/2013 10:30,8,28,2013
Munising,,OTHER,MI,8/28/2013 10:35,8,28,2013
Edgewood,,CIGAR,NM,8/28/2013 20:00,8,28,2013
Marmora,,TRIANGLE,NJ,8/28/2013 20:00,8,28,2013
Roseville,,FIREBALL,MI,8/28/2013 20:00,8,28,2013
Kailua Kona,,LIGHT,HI,8/28/2013 20:30,8,28,2013
Ft. Branch,RED,DISK,IN,8/28/2013 20:45,8,28,2013
Seattle,,FIREBALL,WA,8/28/2013 20:45,8,28,2013
O'Fallon,,OTHER,MO,8/28/2013 21:00,8,28,2013
Sidney,RED,SPHERE,OH,8/28/2013 21:00,8,28,2013
Captiva,,DISK,FL,8/28/2013 21:02,8,28,2013
Hilton Head,GREEN,CYLINDER,SC,8/28/2013 21:10,8,28,2013
Billings,,FIREBALL,MT,8/28/2013 21:30,8,28,2013
Shawnee,,LIGHT,OK,8/28/2013 22:00,8,28,2013
Auburn,,FORMATION,NY,8/28/2013 22:30,8,28,2013
Twin Lake,,OTHER,MI,8/29/2013 1:00,8,29,2013
Lees Summit,,LIGHT,MO,8/29/2013 4:30,8,29,2013
Phoenix,RED GREEN BLUE,CYLINDER,AZ,8/29/2013 5:00,8,29,2013
Indianapolis,,LIGHT,IN,8/29/2013 11:56,8,29,2013
Torrance,,,CA,8/29/2013 19:16,8,29,2013
Newark,,CIRCLE,DE,8/29/2013 20:30,8,29,2013
Salt Lake City,,LIGHT,UT,8/29/2013 21:00,8,29,2013
Captiva,,OVAL,FL,8/29/2013 21:05,8,29,2013
Lexington,ORANGE,SPHERE,SC,8/29/2013 21:05,8,29,2013
Port Saint Lucie,,FIREBALL,FL,8/29/2013 21:15,8,29,2013
Big Bend,,,WI,8/29/2013 22:00,8,29,2013
Coeur d'Alene,,LIGHT,ID,8/29/2013 22:25,8,29,2013
Bristol,,TRIANGLE,TN,8/29/2013 22:30,8,29,2013
Woodstock,,FORMATION,IL,8/30/2013 0:00,8,30,2013
Corpus Christi,RED GREEN BLUE,CIRCLE,TX,8/30/2013 1:00,8,30,2013
Farmersburg,ORANGE,LIGHT,IN,8/30/2013 2:30,8,30,2013
Mayfield,,VARIOUS,KY,8/30/2013 3:00,8,30,2013
Palmer,,CIRCLE,AK,8/30/2013 4:00,8,30,2013
Fort Smith,,TRIANGLE,AR,8/30/2013 4:30,8,30,2013
Brainerd,,CIGAR,MN,8/30/2013 15:30,8,30,2013
Pittsburgh,,,PA,8/30/2013 16:35,8,30,2013
Bristol,,LIGHT,CT,8/30/2013 19:30,8,30,2013
Bristol,,LIGHT,CT,8/30/2013 19:30,8,30,2013
Pensacola,,FIREBALL,FL,8/30/2013 19:30,8,30,2013
Sedona,ORANGE,FIREBALL,AZ,8/30/2013 20:10,8,30,2013
East Aurora,,FORMATION,NY,8/30/2013 20:30,8,30,2013
West Haven,ORANGE,SPHERE,CT,8/30/2013 20:35,8,30,2013
Falmouth,,TRIANGLE,ME,8/30/2013 20:48,8,30,2013
Falmouth,ORANGE,LIGHT,ME,8/30/2013 20:55,8,30,2013
Bedminster,,FIREBALL,NJ,8/30/2013 21:00,8,30,2013
Port Saint Lucie,,FIREBALL,FL,8/30/2013 21:10,8,30,2013
Bristol,,CIRCLE,CT,8/30/2013 21:15,8,30,2013
Pacific City,,CIRCLE,OR,8/30/2013 21:25,8,30,2013
Foster City,,FORMATION,CA,8/30/2013 21:30,8,30,2013
Mendota Heights,ORANGE BLUE,SPHERE,MN,8/30/2013 21:30,8,30,2013
North Myrtle Beach,BLUE,VARIOUS,SC,8/30/2013 21:30,8,30,2013
Haymarket,,LIGHT,VA,8/30/2013 21:45,8,30,2013
Haymarket,,LIGHT,VA,8/30/2013 21:45,8,30,2013
Bloomington,,FIREBALL,IL,8/30/2013 22:00,8,30,2013
Enola,,CIRCLE,PA,8/30/2013 22:00,8,30,2013
Des Moines,RED,LIGHT,IA,8/30/2013 22:30,8,30,2013
Necedah,,FLASH,WI,8/30/2013 22:30,8,30,2013
Vallejo,,FLASH,CA,8/30/2013 22:45,8,30,2013
Charleston,,TRIANGLE,WV,8/31/2013 0:03,8,31,2013
Albuquerque,,LIGHT,NM,8/31/2013 4:30,8,31,2013
Fairview Heights,,FLASH,IL,8/31/2013 5:20,8,31,2013
Oakhill,,CIRCLE,WV,8/31/2013 11:30,8,31,2013
Murfreesboro,,CIRCLE,TN,8/31/2013 12:45,8,31,2013
Beloit Township,,CIRCLE,WI,8/31/2013 13:29,8,31,2013
Gilbert,,OVAL,AZ,8/31/2013 14:00,8,31,2013
Eagle Creek,,OTHER,OR,8/31/2013 18:45,8,31,2013
Mt. Airy,,LIGHT,NC,8/31/2013 19:00,8,31,2013
Glendale,,VARIOUS,AZ,8/31/2013 19:59,8,31,2013
Mukwonago,RED ORANGE,RECTANGLE,WI,8/31/2013 20:00,8,31,2013
Lake Grove,RED,FIREBALL,NY,8/31/2013 20:20,8,31,2013
Milford,RED,TRIANGLE,CT,8/31/2013 20:30,8,31,2013
Fish Lake,,LIGHT,IN,8/31/2013 20:35,8,31,2013
Elk Mills,,FORMATION,MD,8/31/2013 20:45,8,31,2013
Lake Geneva,ORANGE,LIGHT,WI,8/31/2013 20:45,8,31,2013
Mentor,RED,FIREBALL,OH,8/31/2013 20:50,8,31,2013
Glenville,,LIGHT,NC,8/31/2013 21:00,8,31,2013
Grand Traverse County,ORANGE,LIGHT,MI,8/31/2013 21:00,8,31,2013
Mukwonago,,VARIOUS,WI,8/31/2013 21:00,8,31,2013
Smithtown,ORANGE,TRIANGLE,NY,8/31/2013 21:00,8,31,2013
South Lincoln,ORANGE,CIRCLE,VT,8/31/2013 21:00,8,31,2013
Westlake,,OVAL,OH,8/31/2013 21:05,8,31,2013
Fort Atkinson,,CIRCLE,WI,8/31/2013 21:10,8,31,2013
Oakland,,LIGHT,CA,8/31/2013 21:15,8,31,2013
Lenexa,,LIGHT,KS,8/31/2013 21:20,8,31,2013
Fairmont,,CIRCLE,WV,8/31/2013 21:30,8,31,2013
Grayslake,YELLOW,FIREBALL,IL,8/31/2013 21:30,8,31,2013
Ingleside,RED,TEARDROP,IL,8/31/2013 22:05,8,31,2013
Kingston,,OTHER,NY,8/31/2013 22:14,8,31,2013
Hillsboro,ORANGE,FIREBALL,OR,8/31/2013 22:20,8,31,2013
Phoenix,,CIRCLE,NY,8/31/2013 22:20,8,31,2013
Danbury,RED,RECTANGLE,CT,8/31/2013 22:30,8,31,2013
Beavercreek,RED ORANGE,LIGHT,OH,8/31/2013 22:35,8,31,2013
Loganville,ORANGE,,GA,8/31/2013 23:02,8,31,2013
Orem,,DISK,UT,8/31/2013 23:29,8,31,2013
Takoma,,DISK,WA,8/31/2013 23:30,8,31,2013
Wyoming,,CIGAR,WY,9/1/2013 0:00,9,1,2013
Milton,ORANGE,OVAL,WV,9/1/2013 0:55,9,1,2013
North Providence,GREEN BLUE,DISK,RI,9/1/2013 1:30,9,1,2013
Arlington,ORANGE,FIREBALL,TX,9/1/2013 2:15,9,1,2013
San Marcos,,LIGHT,TX,9/1/2013 3:10,9,1,2013
Salt Lake City,,SPHERE,UT,9/1/2013 9:30,9,1,2013
San Antonio,,EGG,TX,9/1/2013 15:00,9,1,2013
Clayton,,OTHER,NM,9/1/2013 17:30,9,1,2013
Antioch,,OTHER,IL,9/1/2013 18:50,9,1,2013
Grenada,,LIGHT,MS,9/1/2013 19:19,9,1,2013
Worthington,,,OH,9/1/2013 19:30,9,1,2013
Rowley,,DISK,MA,9/1/2013 20:00,9,1,2013
Woodbridge,ORANGE,FORMATION,VA,9/1/2013 20:15,9,1,2013
Loudon,,FIREBALL,TN,9/1/2013 20:30,9,1,2013
Santa Barbara,YELLOW,TRIANGLE,CA,9/1/2013 20:40,9,1,2013
Beavercreek,,FIREBALL,OH,9/1/2013 21:00,9,1,2013
Beavercreek,ORANGE,FIREBALL,OH,9/1/2013 21:00,9,1,2013
Rossville,,DISK,GA,9/1/2013 21:00,9,1,2013
St. Amant,,VARIOUS,LA,9/1/2013 21:00,9,1,2013
Zelionople,ORANGE YELLOW,FIREBALL,PA,9/1/2013 21:00,9,1,2013
Columbus,,FIREBALL,OH,9/1/2013 21:15,9,1,2013
Provincetown,,FIREBALL,MA,9/1/2013 21:15,9,1,2013
Wakeman,ORANGE,CIRCLE,OH,9/1/2013 21:19,9,1,2013
Georgetown,ORANGE,,KY,9/1/2013 21:30,9,1,2013
Lupton,RED ORANGE,LIGHT,MI,9/1/2013 21:30,9,1,2013
Zanesville,RED ORANGE,,OH,9/1/2013 21:33,9,1,2013
Bozrah,,CIRCLE,CT,9/1/2013 21:57,9,1,2013
Arlington,ORANGE,OVAL,WI,9/1/2013 22:00,9,1,2013
Costa Mesa,RED ORANGE,OVAL,CA,9/1/2013 22:00,9,1,2013
Everett,RED,LIGHT,WA,9/1/2013 22:15,9,1,2013
Hendersonville,,FIREBALL,TN,9/1/2013 22:15,9,1,2013
Wilsonville,,CIGAR,OR,9/1/2013 22:15,9,1,2013
Statesville,,,NC,9/1/2013 22:35,9,1,2013
Dennisport,ORANGE,SPHERE,MA,9/1/2013 23:00,9,1,2013
Ogallala,,LIGHT,NE,9/1/2013 23:00,9,1,2013
Pickerington,,TRIANGLE,OH,9/1/2013 23:00,9,1,2013
Milton,,LIGHT,WV,9/2/2013 0:55,9,2,2013
Greenbelt,,TRIANGLE,MD,9/2/2013 2:30,9,2,2013
Wellington,,CYLINDER,FL,9/2/2013 3:36,9,2,2013
Peoria,,CIRCLE,AZ,9/2/2013 7:10,9,2,2013
Seatac,,,WA,9/2/2013 17:00,9,2,2013
Mesa,,CIRCLE,AZ,9/2/2013 18:30,9,2,2013
Mesa,,TRIANGLE,AZ,9/2/2013 18:35,9,2,2013
Maricopa,RED,LIGHT,AZ,9/2/2013 18:50,9,2,2013
San Tan Valley,,TRIANGLE,AZ,9/2/2013 18:50,9,2,2013
Mesa,,TRIANGLE,AZ,9/2/2013 19:00,9,2,2013
Queen Creek,,CIRCLE,AZ,9/2/2013 19:00,9,2,2013
Goodyear,,CONE,AZ,9/2/2013 19:07,9,2,2013
Holyoke,,,MA,9/2/2013 19:18,9,2,2013
Sun City,,LIGHT,AZ,9/2/2013 19:20,9,2,2013
West Chester,,FIREBALL,OH,9/2/2013 20:15,9,2,2013
Buna,ORANGE,LIGHT,TX,9/2/2013 21:00,9,2,2013
Lincoln City,RED,LIGHT,OR,9/2/2013 21:30,9,2,2013
Lincoln City,ORANGE,CIRCLE,OR,9/2/2013 21:35,9,2,2013
Chesterfield,,TRIANGLE,VA,9/2/2013 22:30,9,2,2013
Everett,ORANGE,FIREBALL,WA,9/2/2013 22:45,9,2,2013
Indianapolis,,,IN,9/3/2013 0:00,9,3,2013
Logan,,TRIANGLE,WV,9/3/2013 1:00,9,3,2013
Woodbury,,TRIANGLE,MN,9/3/2013 8:50,9,3,2013
East Hartford,,TRIANGLE,CT,9/3/2013 14:36,9,3,2013
Springdale,,SPHERE,AR,9/3/2013 16:30,9,3,2013
West Palm Beach,,SPHERE,FL,9/3/2013 19:30,9,3,2013
Laguna Beach,ORANGE,LIGHT,CA,9/3/2013 19:57,9,3,2013
Mt. Airy,,CIRCLE,NC,9/3/2013 20:00,9,3,2013
Canton,,LIGHT,OH,9/3/2013 21:00,9,3,2013
Salt Lake City,,VARIOUS,UT,9/3/2013 21:00,9,3,2013
Yoder,ORANGE,SPHERE,KS,9/3/2013 21:15,9,3,2013
Lincoln City,RED,LIGHT,OR,9/3/2013 21:30,9,3,2013
Severna Park,,SPHERE,MD,9/3/2013 21:30,9,3,2013
Slippery Rock,,,PA,9/3/2013 22:00,9,3,2013
Chittenango,,CIRCLE,NY,9/3/2013 22:44,9,3,2013
Fresno,,OVAL,CA,9/3/2013 23:30,9,3,2013
Coram,,FLASH,NY,9/4/2013 0:24,9,4,2013
Clarksville,BLUE,FLASH,AR,9/4/2013 1:00,9,4,2013
Cutler Bay,,TRIANGLE,FL,9/4/2013 1:43,9,4,2013
Bradshaw,YELLOW,DIAMOND,NE,9/4/2013 5:55,9,4,2013
Meriden,,CYLINDER,CT,9/4/2013 6:25,9,4,2013
Waxhaw,RED ORANGE,SPHERE,NC,9/4/2013 8:45,9,4,2013
Santa Ana,,LIGHT,CA,9/4/2013 9:30,9,4,2013
Parkville,,LIGHT,MD,9/4/2013 11:15,9,4,2013
Malibu,RED GREEN,DIAMOND,CA,9/4/2013 19:40,9,4,2013
Seymour,,FIREBALL,CT,9/4/2013 20:50,9,4,2013
Moore,RED,LIGHT,OK,9/4/2013 20:53,9,4,2013
Manchester,,CROSS,NH,9/4/2013 20:55,9,4,2013
Covington,,CIRCLE,GA,9/4/2013 21:00,9,4,2013
San Diego,RED,LIGHT,CA,9/4/2013 21:09,9,4,2013
Warsaw,RED YELLOW,FIREBALL,OH,9/4/2013 21:15,9,4,2013
Gainesville,GREEN,,GA,9/4/2013 23:00,9,4,2013
Shavertown,RED GREEN,FLASH,PA,9/4/2013 23:10,9,4,2013
Campbell,,FIREBALL,CA,9/4/2013 23:30,9,4,2013
Advance,,DIAMOND,NC,9/5/2013 0:00,9,5,2013
Lincoln,,SPHERE,NE,9/5/2013 2:00,9,5,2013
Kings Mountain,,OTHER,NC,9/5/2013 5:30,9,5,2013
Hunt Valley,,SPHERE,MD,9/5/2013 7:16,9,5,2013
Susanville,,CIGAR,CA,9/5/2013 9:50,9,5,2013
Denver,,DISK,CO,9/5/2013 11:30,9,5,2013
Advance,RED,TRIANGLE,NC,9/5/2013 12:00,9,5,2013
Gilbert,,,AZ,9/5/2013 18:00,9,5,2013
Gallatin,,CIRCLE,TN,9/5/2013 19:00,9,5,2013
Los Banos,,TRIANGLE,CA,9/5/2013 20:00,9,5,2013
Whittier,RED,CIRCLE,CA,9/5/2013 20:00,9,5,2013
Bellingham,RED,CIRCLE,MA,9/5/2013 20:25,9,5,2013
Cary,,CIRCLE,NC,9/5/2013 20:30,9,5,2013
Sacramento,RED BLUE,VARIOUS,CA,9/5/2013 20:30,9,5,2013
Easton,BLUE,FIREBALL,PA,9/5/2013 21:00,9,5,2013
Emerald Isle,ORANGE,CIRCLE,NC,9/5/2013 21:00,9,5,2013
Everett,ORANGE,TRIANGLE,WA,9/5/2013 21:00,9,5,2013
Hayden,,,AL,9/5/2013 21:00,9,5,2013
Merrill,,FLASH,OR,9/5/2013 21:00,9,5,2013
Fairbanks,,DISK,AK,9/5/2013 22:00,9,5,2013
Pittsburgh,,,PA,9/5/2013 22:00,9,5,2013
Boston,,OVAL,NY,9/5/2013 22:20,9,5,2013
Shrewsbury,,CIRCLE,PA,9/5/2013 22:30,9,5,2013
Springfield,,VARIOUS,MA,9/5/2013 23:00,9,5,2013
Surfside Beach,ORANGE,DISK,SC,9/5/2013 23:30,9,5,2013
Fairport,,OVAL,NY,9/5/2013 23:45,9,5,2013
Celina,ORANGE,SPHERE,TX,9/6/2013 0:48,9,6,2013
Sicklerville,,FIREBALL,NJ,9/6/2013 1:23,9,6,2013
Lincoln,,,NE,9/6/2013 2:00,9,6,2013
Urbana,ORANGE,TRIANGLE,OH,9/6/2013 5:00,9,6,2013
Boise,,FIREBALL,ID,9/6/2013 6:37,9,6,2013
Victoria,,OTHER,MN,9/6/2013 9:35,9,6,2013
Augusta,,CYLINDER,WV,9/6/2013 16:00,9,6,2013
Hemet,,,CA,9/6/2013 20:00,9,6,2013
Johns Creek,,LIGHT,GA,9/6/2013 21:15,9,6,2013
Prosser,,EGG,WA,9/6/2013 21:25,9,6,2013
Pyote,,TRIANGLE,TX,9/6/2013 22:00,9,6,2013
Cumming,,DISK,GA,9/6/2013 22:20,9,6,2013
Myrtle Beach,RED,FORMATION,SC,9/6/2013 22:30,9,6,2013
Asheville,,VARIOUS,NC,9/6/2013 23:00,9,6,2013
Gladstone,BLUE,FLASH,MI,9/6/2013 23:10,9,6,2013
Hellertown,ORANGE,FIREBALL,PA,9/6/2013 23:30,9,6,2013
Searsmont,,LIGHT,ME,9/6/2013 23:30,9,6,2013
Broadlands,,FIREBALL,VA,9/6/2013 23:45,9,6,2013
Tampa,,DISK,FL,9/7/2013 1:15,9,7,2013
Placerville,,FIREBALL,CO,9/7/2013 2:35,9,7,2013
Portland,RED GREEN,LIGHT,CT,9/7/2013 3:45,9,7,2013
Tomball,,DISK,TX,9/7/2013 7:45,9,7,2013
Montpelier,,CIRCLE,VT,9/7/2013 9:45,9,7,2013
Cass Lake,,OVAL,MN,9/7/2013 13:00,9,7,2013
Dearborn Heights,,CIGAR,MI,9/7/2013 14:00,9,7,2013
Richmond,,LIGHT,VA,9/7/2013 17:00,9,7,2013
Rochester,,LIGHT,NH,9/7/2013 18:30,9,7,2013
Sebree,,LIGHT,KY,9/7/2013 19:50,9,7,2013
Racine,ORANGE,FIREBALL,WI,9/7/2013 20:00,9,7,2013
San Diego,ORANGE,FIREBALL,CA,9/7/2013 20:00,9,7,2013
Westport,RED,LIGHT,MA,9/7/2013 20:15,9,7,2013
Onalaska,,FIREBALL,WI,9/7/2013 20:22,9,7,2013
Dayton,,CIRCLE,WA,9/7/2013 21:00,9,7,2013
Peidmont,,LIGHT,AL,9/7/2013 21:00,9,7,2013
Springfield,ORANGE,SPHERE,OR,9/7/2013 21:15,9,7,2013
South Bend,,FIREBALL,IN,9/7/2013 21:16,9,7,2013
Cumming,ORANGE,,GA,9/7/2013 21:27,9,7,2013
Houston,,CIRCLE,TX,9/7/2013 21:30,9,7,2013
Petaluma,,CIRCLE,CA,9/7/2013 21:30,9,7,2013
Coventry,,CIRCLE,RI,9/7/2013 22:00,9,7,2013
Ludington,,,MI,9/7/2013 22:00,9,7,2013
Woodbury,,LIGHT,CT,9/7/2013 22:00,9,7,2013
New Orleans,,LIGHT,LA,9/7/2013 22:30,9,7,2013
Manchester,GREEN,CIRCLE,NH,9/7/2013 22:55,9,7,2013
Phillipsburg,,LIGHT,NJ,9/7/2013 23:00,9,7,2013
Renton,RED,FIREBALL,WA,9/7/2013 23:00,9,7,2013
Petaluma,,CIRCLE,CA,9/7/2013 23:15,9,7,2013
Piscataway,ORANGE,,NJ,9/7/2013 23:30,9,7,2013
Birch Bay,,LIGHT,WA,9/8/2013 0:30,9,8,2013
Leland,,TRIANGLE,NC,9/8/2013 0:50,9,8,2013
Fresno,,SPHERE,CA,9/8/2013 1:30,9,8,2013
Coldwater,ORANGE,TRIANGLE,MI,9/8/2013 2:30,9,8,2013
Austin,,VARIOUS,TX,9/8/2013 5:00,9,8,2013
Killeen,,,TX,9/8/2013 6:15,9,8,2013
Maine,,FIREBALL,ME,9/8/2013 19:30,9,8,2013
Pt. St Lucie,,CROSS,FL,9/8/2013 20:15,9,8,2013
Port Saint Lucie,,LIGHT,FL,9/8/2013 20:30,9,8,2013
Lincoln,,FLASH,CA,9/8/2013 20:58,9,8,2013
Wichita,,LIGHT,KS,9/8/2013 21:00,9,8,2013
Silveradale,GREEN,SPHERE,WA,9/8/2013 21:15,9,8,2013
Derby,ORANGE,FIREBALL,KS,9/8/2013 22:00,9,8,2013
Fort Worth,RED GREEN,LIGHT,TX,9/8/2013 22:25,9,8,2013
Fort Wayne,,FIREBALL,IN,9/8/2013 22:30,9,8,2013
Everett,RED,FIREBALL,WA,9/8/2013 23:15,9,8,2013
Norfolk,,,VA,9/9/2013 0:15,9,9,2013
Buffalo,RED,TRIANGLE,NY,9/9/2013 1:50,9,9,2013
Struthers,,,OH,9/9/2013 3:00,9,9,2013
San Diego,,LIGHT,CA,9/9/2013 9:51,9,9,2013
Reading,ORANGE,CYLINDER,PA,9/9/2013 11:00,9,9,2013
Star Tannery,,,VA,9/9/2013 12:00,9,9,2013
Cedar Park,,CIGAR,TX,9/9/2013 12:34,9,9,2013
Cabot,RED ORANGE,CIGAR,AR,9/9/2013 20:00,9,9,2013
Clifton,,OTHER,NJ,9/9/2013 20:15,9,9,2013
Tuscaloosa,,FIREBALL,AL,9/9/2013 20:20,9,9,2013
Clarksville,,FIREBALL,TN,9/9/2013 20:21,9,9,2013
Gainesville,,TRIANGLE,FL,9/9/2013 21:00,9,9,2013
Hamstead,ORANGE,LIGHT,NC,9/9/2013 21:00,9,9,2013
Woodstock,GREEN,SPHERE,GA,9/9/2013 21:00,9,9,2013
Nashville,,LIGHT,TN,9/9/2013 21:15,9,9,2013
Boise,RED,CIRCLE,ID,9/9/2013 22:00,9,9,2013
Kalispell,BLUE,DISK,MT,9/9/2013 22:00,9,9,2013
Napa,,OTHER,CA,9/9/2013 22:00,9,9,2013
Vienna,,CIRCLE,VA,9/9/2013 22:20,9,9,2013
Edmond,RED,CIGAR,OK,9/9/2013 23:00,9,9,2013
Starr,RED,DIAMOND,SC,9/9/2013 23:00,9,9,2013
Ft. Lauderdale,RED,OVAL,FL,9/9/2013 23:30,9,9,2013
Myrtle Beach,ORANGE,CIRCLE,SC,9/10/2013 0:00,9,10,2013
Hemet,,LIGHT,CA,9/10/2013 2:00,9,10,2013
Summerville,,TRIANGLE,SC,9/10/2013 5:15,9,10,2013
Talbot,,CIGAR,TN,9/10/2013 15:00,9,10,2013
Gorham,,CROSS,ME,9/10/2013 16:46,9,10,2013
Beavercreek,RED GREEN,CIRCLE,OH,9/10/2013 19:35,9,10,2013
Pine Mountain Club,,,CA,9/10/2013 20:00,9,10,2013
St. Helena,,FLASH,CA,9/10/2013 20:00,9,10,2013
Buxton,ORANGE,RECTANGLE,NC,9/10/2013 22:00,9,10,2013
Eau Claire,,,WI,9/10/2013 22:15,9,10,2013
Milwaukee,ORANGE,FIREBALL,WI,9/10/2013 23:00,9,10,2013
Warwick,ORANGE,FORMATION,RI,9/10/2013 23:00,9,10,2013
Syracuse,,SPHERE,UT,9/11/2013 0:45,9,11,2013
Medina,,CIRCLE,OH,9/11/2013 1:00,9,11,2013
Sharpsburg,,CIRCLE,MD,9/11/2013 2:00,9,11,2013
Gillette,,CIRCLE,WY,9/11/2013 9:00,9,11,2013
Virginia Beach,GREEN,CIGAR,VA,9/11/2013 10:00,9,11,2013
Cupertino,,,CA,9/11/2013 10:45,9,11,2013
Lebanon,,OVAL,IL,9/11/2013 12:26,9,11,2013
Auburn,,,WA,9/11/2013 17:15,9,11,2013
Nashville,,TRIANGLE,TN,9/11/2013 19:20,9,11,2013
Emerald Isle,ORANGE,CIRCLE,NC,9/11/2013 20:30,9,11,2013
Fayetteville,,VARIOUS,NC,9/11/2013 20:30,9,11,2013
Myrtle beach,ORANGE,CYLINDER,SC,9/11/2013 20:30,9,11,2013
Emerald Isle,ORANGE,FIREBALL,NC,9/11/2013 21:00,9,11,2013
San Miguel,RED,TRIANGLE,CA,9/11/2013 21:00,9,11,2013
Emerald Isle,ORANGE,RECTANGLE,NC,9/11/2013 22:00,9,11,2013
Saint Peter,ORANGE,CIRCLE,MN,9/11/2013 22:20,9,11,2013
Hillsboro,,TRIANGLE,OR,9/11/2013 23:00,9,11,2013
Myrtle Beach,ORANGE,LIGHT,SC,9/11/2013 23:00,9,11,2013
Myrtle Beach,,FIREBALL,SC,9/11/2013 23:10,9,11,2013
Scottsdale,,OTHER,AZ,9/11/2013 23:30,9,11,2013
Capitola,ORANGE,FIREBALL,CA,9/12/2013 0:00,9,12,2013
McMinnville,RED ORANGE,TRIANGLE,OR,9/12/2013 0:00,9,12,2013
Tampa,,CROSS,FL,9/12/2013 0:26,9,12,2013
Moreno Valley,,LIGHT,CA,9/12/2013 1:38,9,12,2013
,,LIGHT,OH,9/12/2013 3:00,9,12,2013
,,OVAL,OH,9/12/2013 3:00,9,12,2013
Hasbrouck Heights,,OVAL,NJ,9/12/2013 6:45,9,12,2013
Naperville,,TRIANGLE,IL,9/12/2013 18:30,9,12,2013
Buckeye,ORANGE,LIGHT,AZ,9/12/2013 20:00,9,12,2013
Holden Beach,ORANGE,FIREBALL,NC,9/12/2013 20:20,9,12,2013
Ocean Springs,,TRIANGLE,MS,9/12/2013 20:30,9,12,2013
Tacoma,,TRIANGLE,WA,9/12/2013 20:30,9,12,2013
Ashley,,LIGHT,IL,9/12/2013 20:45,9,12,2013
Sebastopol,GREEN,VARIOUS,CA,9/12/2013 21:30,9,12,2013
Tacoma,,LIGHT,WA,9/12/2013 21:30,9,12,2013
Pacoima,,CIRCLE,CA,9/12/2013 22:00,9,12,2013
Santa Barbara,RED GREEN,TRIANGLE,CA,9/12/2013 23:30,9,12,2013
Sweetser,,LIGHT,IN,9/13/2013 2:18,9,13,2013
